Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
FOXF1,current symbol,MGI:1347470,Foxf1,forkhead box F1,protein coding gene
FOXF2,current symbol,MGI:1347479,Foxf2,forkhead box F2,protein coding gene
FOXG1,current symbol,MGI:1347464,Foxg1,forkhead box G1,protein coding gene
FOXH1,current symbol,MGI:1347465,Foxh1,forkhead box H1,protein coding gene
FOXI1,current symbol,MGI:1096329,Foxi1,forkhead box I1,protein coding gene
FOXI1,zebrafish symbol,MGI:3028075,Foxi2,forkhead box I2,protein coding gene
FOXI2,current symbol,MGI:3028075,Foxi2,forkhead box I2,protein coding gene
FOXI2,zebrafish symbol,MGI:3511278,Foxi3,forkhead box I3,protein coding gene
FOXI3,current symbol,MGI:3511278,Foxi3,forkhead box I3,protein coding gene
FOXJ1,current symbol,MGI:1347474,Foxj1,forkhead box J1,protein coding gene
FOXJ2,current symbol,MGI:1926805,Foxj2,forkhead box J2,protein coding gene
FOXJ3,current symbol,MGI:2443432,Foxj3,forkhead box J3,protein coding gene
FOXK1,current symbol,MGI:1347488,Foxk1,forkhead box K1,protein coding gene
FOXK2,current symbol,MGI:1916087,Foxk2,forkhead box K2,protein coding gene
FOXL1,current symbol,MGI:1347469,Foxl1,forkhead box L1,protein coding gene
FOXL2,current symbol,MGI:1349428,Foxl2,forkhead box L2,protein coding gene
FOXM1,current symbol,MGI:1347487,Foxm1,forkhead box M1,protein coding gene
FOXN1,current symbol,MGI:102949,Foxn1,forkhead box N1,protein coding gene
FOXN2,current symbol,MGI:1347478,Foxn2,forkhead box N2,protein coding gene
FOXN3,current symbol,MGI:1918625,Foxn3,forkhead box N3,protein coding gene
FOXN4,current symbol,MGI:2151057,Foxn4,forkhead box N4,protein coding gene
FOXO1,current symbol,MGI:1890077,Foxo1,forkhead box O1,protein coding gene
FOXO3,current symbol,MGI:1890081,Foxo3,forkhead box O3,protein coding gene
FOXO4,current symbol,MGI:1891915,Foxo4,forkhead box O4,protein coding gene
FOXO6,current symbol,MGI:2676586,Foxo6,forkhead box O6,protein coding gene
FOXP1,current symbol,MGI:1914004,Foxp1,forkhead box P1,protein coding gene
FOXP2,current symbol,MGI:2148705,Foxp2,forkhead box P2,protein coding gene
FOXP3,current symbol,MGI:1891436,Foxp3,forkhead box P3,protein coding gene
FOXP4,current symbol,MGI:1921373,Foxp4,forkhead box P4,protein coding gene
FOXQ1,current symbol,MGI:1298228,Foxq1,forkhead box Q1,protein coding gene
FOXR1,current symbol,MGI:2685961,Foxr1,forkhead box R1,protein coding gene
FOXR1,zebrafish symbol,MGI:3511682,Foxr2,forkhead box R2,protein coding gene
FOXR2,current symbol,MGI:3511682,Foxr2,forkhead box R2,protein coding gene
FOXS1,current symbol,MGI:95546,Foxs1,forkhead box S1,protein coding gene
GATA1,current symbol,MGI:95661,Gata1,GATA binding protein 1,protein coding gene
GATA2,current symbol,MGI:95662,Gata2,GATA binding protein 2,protein coding gene
GATA3,current symbol,MGI:95663,Gata3,GATA binding protein 3,protein coding gene
GATA4,current symbol,MGI:95664,Gata4,GATA binding protein 4,protein coding gene
GATA5,current symbol,MGI:109497,Gata5,GATA binding protein 5,protein coding gene
GATA6,current symbol,MGI:107516,Gata6,GATA binding protein 6,protein coding gene
GATAD2A,current symbol,MGI:2384585,Gatad2a,GATA zinc finger domain containing 2A,protein coding gene
GATAD2B,current symbol,MGI:2443225,Gatad2b,GATA zinc finger domain containing 2B,protein coding gene
TRPS1,current symbol,MGI:1927616,Trps1,transcriptional repressor GATA binding 1,protein coding gene
ZGLP1,current symbol,MGI:3696042,Zglp1,"zinc finger, GATA-like protein 1",protein coding gene
GCM1,current symbol,MGI:108045,Gcm1,glial cells missing homolog 1,protein coding gene
GCM2,current symbol,MGI:1861438,Gcm2,glial cells missing homolog 2,protein coding gene
GRHL1,current symbol,MGI:2182540,Grhl1,grainyhead like transcription factor 1,protein coding gene
GRHL2,current symbol,MGI:2182543,Grhl2,grainyhead like transcription factor 2,protein coding gene
GRHL3,current symbol,MGI:2655333,Grhl3,grainyhead like transcription factor 3,protein coding gene
TFCP2,current symbol,MGI:98509,Tfcp2,transcription factor CP2,protein coding gene
TFCP2L1,current symbol,MGI:2444691,Tfcp2l1,transcription factor CP2-like 1,protein coding gene
UBP1,current symbol,MGI:104889,Ubp1,upstream binding protein 1,protein coding gene
GTF2I,current symbol,MGI:1202722,Gtf2i,general transcription factor II I,protein coding gene
GTF2IRD1,rat synonym,MGI:1202722,Gtf2i,general transcription factor II I,protein coding gene
GTF2IRD1,current symbol,MGI:1861942,Gtf2ird1,general transcription factor II I repeat domain-containing 1,protein coding gene
GTF2IRD2,current symbol,MGI:2149780,Gtf2ird2,GTF2I repeat domain containing 2,protein coding gene
GTF2IRD2B,human symbol,MGI:2149780,Gtf2ird2,GTF2I repeat domain containing 2,protein coding gene
BBX,current symbol,MGI:1917758,Bbx,bobby sox HMG box containing,protein coding gene
CIC,current symbol,MGI:1918972,Cic,capicua transcriptional repressor,protein coding gene
CIC,human synonym,MGI:1345283,Slc25a1,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",protein coding gene
HBP1,current symbol,MGI:894659,Hbp1,high mobility group box transcription factor 1,protein coding gene
HMG20A,current symbol,MGI:1914117,Hmg20a,high mobility group 20A,protein coding gene
HMG20B,current symbol,MGI:1341190,Hmg20b,high mobility group 20B,protein coding gene
HMGN3,current symbol,MGI:2138069,Hmgn3,high mobility group nucleosomal binding domain 3,protein coding gene
LEF1,current symbol,MGI:96770,Lef1,lymphoid enhancer binding factor 1,protein coding gene
SOX1,current symbol,MGI:98357,Sox1,SRY (sex determining region Y)-box 1,protein coding gene
SOX10,current symbol,MGI:98358,Sox10,SRY (sex determining region Y)-box 10,protein coding gene
SOX11,current symbol,MGI:98359,Sox11,SRY (sex determining region Y)-box 11,protein coding gene
SOX12,current symbol,MGI:98360,Sox12,SRY (sex determining region Y)-box 12,protein coding gene
SOX13,current symbol,MGI:98361,Sox13,SRY (sex determining region Y)-box 13,protein coding gene
SOX14,current symbol,MGI:98362,Sox14,SRY (sex determining region Y)-box 14,protein coding gene
SOX15,current symbol,MGI:98363,Sox15,SRY (sex determining region Y)-box 15,protein coding gene
SOX17,current symbol,MGI:107543,Sox17,SRY (sex determining region Y)-box 17,protein coding gene
SOX18,current symbol,MGI:103559,Sox18,SRY (sex determining region Y)-box 18,protein coding gene
SOX2,current symbol,MGI:98364,Sox2,SRY (sex determining region Y)-box 2,protein coding gene
SOX21,old symbol,MGI:98358,Sox10,SRY (sex determining region Y)-box 10,protein coding gene
SOX21,current symbol,MGI:2654070,Sox21,SRY (sex determining region Y)-box 21,protein coding gene
SOX3,current symbol,MGI:98365,Sox3,SRY (sex determining region Y)-box 3,protein coding gene
SOX30,rat synonym,MGI:105377,Adam19,ADAM metallopeptidase domain 19,protein coding gene
SOX30,current symbol,MGI:1341157,Sox30,SRY (sex determining region Y)-box 30,protein coding gene
SOX4,current symbol,MGI:98366,Sox4,SRY (sex determining region Y)-box 4,protein coding gene
SOX5,current symbol,MGI:98367,Sox5,SRY (sex determining region Y)-box 5,protein coding gene
SOX6,current symbol,MGI:98368,Sox6,SRY (sex determining region Y)-box 6,protein coding gene
SOX7,current symbol,MGI:98369,Sox7,SRY (sex determining region Y)-box 7,protein coding gene
SOX8,current symbol,MGI:98370,Sox8,SRY (sex determining region Y)-box 8,protein coding gene
SOX9,current symbol,MGI:98371,Sox9,SRY (sex determining region Y)-box 9,protein coding gene
SRY,rat synonym,MGI:98371,Sox9,SRY (sex determining region Y)-box 9,protein coding gene
SRY,current symbol,MGI:98660,Sry,sex determining region of Chr Y,protein coding gene
TCF7,current symbol,MGI:98507,Tcf7,"transcription factor 7, T cell specific",protein coding gene
TCF7L1,current symbol,MGI:1202876,Tcf7l1,"transcription factor 7 like 1 (T cell specific, HMG box)",protein coding gene
TCF7L2,current symbol,MGI:1202879,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",protein coding gene
ADNP,current symbol,MGI:1338758,Adnp,activity-dependent neuroprotective protein,protein coding gene
ADNP2,current symbol,MGI:2448562,Adnp2,ADNP homeobox 2,protein coding gene
ALX1,current symbol,MGI:104621,Alx1,ALX homeobox 1,protein coding gene
ALX3,current symbol,MGI:1277097,Alx3,aristaless-like homeobox 3,protein coding gene
ALX4,current symbol,MGI:108359,Alx4,aristaless-like homeobox 4,protein coding gene
ANHX,,No associated gene,,,
ARGFX,,No associated gene,,,
ARX,current symbol,MGI:1097716,Arx,aristaless related homeobox,protein coding gene
ARX,synonym,MGI:1858313,Uba2,ubiquitin-like modifier activating enzyme 2,protein coding gene
BARHL1,current symbol,MGI:1859288,Barhl1,BarH like homeobox 1,protein coding gene
BARHL2,rat synonym,MGI:1859288,Barhl1,BarH like homeobox 1,protein coding gene
BARHL2,current symbol,MGI:1859314,Barhl2,BarH like homeobox 2,protein coding gene
BARX1,current symbol,MGI:103124,Barx1,BarH-like homeobox 1,protein coding gene
BARX2,current symbol,MGI:109617,Barx2,BarH-like homeobox 2,protein coding gene
BSX,current symbol,MGI:2669849,Bsx,brain specific homeobox,protein coding gene
CDX1,current symbol,MGI:88360,Cdx1,caudal type homeobox 1,protein coding gene
CDX2,current symbol,MGI:88361,Cdx2,caudal type homeobox 2,protein coding gene
CDX4,current symbol,MGI:88362,Cdx4,caudal type homeobox 4,protein coding gene
CRX,current symbol,MGI:1194883,Crx,cone-rod homeobox,protein coding gene
DBX1,current symbol,MGI:94867,Dbx1,developing brain homeobox 1,protein coding gene
DBX2,current symbol,MGI:107445,Dbx2,developing brain homeobox 2,protein coding gene
DLX1,current symbol,MGI:94901,Dlx1,distal-less homeobox 1,protein coding gene
DLX2,current symbol,MGI:94902,Dlx2,distal-less homeobox 2,protein coding gene
DLX3,current symbol,MGI:94903,Dlx3,distal-less homeobox 3,protein coding gene
DLX4,current symbol,MGI:94904,Dlx4,distal-less homeobox 4,protein coding gene
DLX5,rat synonym,MGI:94902,Dlx2,distal-less homeobox 2,protein coding gene
DLX5,current symbol,MGI:101926,Dlx5,distal-less homeobox 5,protein coding gene
DLX6,current symbol,MGI:101927,Dlx6,distal-less homeobox 6,protein coding gene
DMBX1,current symbol,MGI:2153518,Dmbx1,diencephalon/mesencephalon homeobox 1,protein coding gene
DPRX,,No associated gene,,,
DRGX,current symbol,MGI:2148204,Drgx,dorsal root ganglia homeobox,protein coding gene
DUX1,,No associated gene,,,
DUX3,,No associated gene,,,
DUX4,rat symbol,MGI:1916048,Duxbl1,double homeobox B-like 1,protein coding gene
DUX4,human synonym,MGI:1921649,Duxf3,double homeobox family member 3,protein coding gene
DUX4,human synonym,MGI:3645498,Duxf4,double homeobox family member 4,protein coding gene
DUXA,,No associated gene,,,
EMX1,current symbol,MGI:95387,Emx1,empty spiracles homeobox 1,protein coding gene
EMX2,current symbol,MGI:95388,Emx2,empty spiracles homeobox 2,protein coding gene
EN1,synonym,MGI:3850508,cmy1,cardiomyopathy 1,heritable phenotypic marker
EN1,current symbol,MGI:95389,En1,engrailed 1,protein coding gene
EN1,synonym,MGI:7339268,Rr273,regulatory region 273,enhancer
EN2,current symbol,MGI:95390,En2,engrailed 2,protein coding gene
EN2,synonym,MGI:7339269,Rr274,regulatory region 274,enhancer
ESX1,current symbol,MGI:1096388,Esx1,"extraembryonic, spermatogenesis, homeobox 1",protein coding gene
EVX1,current symbol,MGI:95461,Evx1,even-skipped homeobox 1,protein coding gene
EVX2,current symbol,MGI:95462,Evx2,even-skipped homeobox 2,protein coding gene
GBX1,current symbol,MGI:95667,Gbx1,gastrulation brain homeobox 1,protein coding gene
GBX2,current symbol,MGI:95668,Gbx2,gastrulation brain homeobox 2,protein coding gene
GSC,current symbol,MGI:95841,Gsc,goosecoid homeobox,protein coding gene
GSC2,current symbol,MGI:892006,Gsc2,goosecoid homebox 2,protein coding gene
GSX1,current symbol,MGI:95842,Gsx1,GS homeobox 1,protein coding gene
GSX2,current symbol,MGI:95843,Gsx2,GS homeobox 2,protein coding gene
HDX,current symbol,MGI:2685226,Hdx,highly divergent homeobox,protein coding gene
HESX1,current symbol,MGI:96071,Hesx1,homeobox gene expressed in ES cells,protein coding gene
HHEX,current symbol,MGI:96086,Hhex,hematopoietically expressed homeobox,protein coding gene
HLX,current symbol,MGI:96109,Hlx,H2.0-like homeobox,protein coding gene
HMBOX1,current symbol,MGI:2445066,Hmbox1,homeobox containing 1,protein coding gene
HMX1,current symbol,MGI:107178,Hmx1,H6 homeobox 1,protein coding gene
HMX2,current symbol,MGI:107159,Hmx2,H6 homeobox 2,protein coding gene
HMX3,current symbol,MGI:107160,Hmx3,H6 homeobox 3,protein coding gene
HNF1A,current symbol,MGI:98504,Hnf1a,HNF1 homeobox A,protein coding gene
HNF1B,current symbol,MGI:98505,Hnf1b,HNF1 homeobox B,protein coding gene
HOMEZ,current symbol,MGI:2678023,Homez,homeodomain leucine zipper-encoding gene,protein coding gene
HOXA1,current symbol,MGI:96170,Hoxa1,homeobox A1,protein coding gene
HOXA10,current symbol,MGI:96171,Hoxa10,homeobox A10,protein coding gene
HOXA10,rat synonym,MGI:96172,Hoxa11,homeobox A11,protein coding gene
HOXA11,rat synonym,MGI:96174,Hoxa2,homeobox A2,protein coding gene
HOXA11,current symbol,MGI:96172,Hoxa11,homeobox A11,protein coding gene
HOXA13,current symbol,MGI:96173,Hoxa13,homeobox A13,protein coding gene
HOXA2,current symbol,MGI:96174,Hoxa2,homeobox A2,protein coding gene
HOXA3,current symbol,MGI:96175,Hoxa3,homeobox A3,protein coding gene
HOXA4,current symbol,MGI:96176,Hoxa4,homeobox A4,protein coding gene
HOXA5,current symbol,MGI:96177,Hoxa5,homeobox A5,protein coding gene
HOXA6,current symbol,MGI:96178,Hoxa6,homeobox A6,protein coding gene
HOXA7,current symbol,MGI:96179,Hoxa7,homeobox A7,protein coding gene
HOXA9,current symbol,MGI:96180,Hoxa9,homeobox A9,protein coding gene
HOXB1,current symbol,MGI:96182,Hoxb1,homeobox B1,protein coding gene
HOXB13,current symbol,MGI:107730,Hoxb13,homeobox B13,protein coding gene
HOXB2,current symbol,MGI:96183,Hoxb2,homeobox B2,protein coding gene
HOXB3,current symbol,MGI:96184,Hoxb3,homeobox B3,protein coding gene
HOXB4,current symbol,MGI:96185,Hoxb4,homeobox B4,protein coding gene
HOXB5,current symbol,MGI:96186,Hoxb5,homeobox B5,protein coding gene
HOXB6,current symbol,MGI:96187,Hoxb6,homeobox B6,protein coding gene
HOXB7,current symbol,MGI:96188,Hoxb7,homeobox B7,protein coding gene
HOXB8,current symbol,MGI:96189,Hoxb8,homeobox B8,protein coding gene
HOXB9,current symbol,MGI:96190,Hoxb9,homeobox B9,protein coding gene
HOXC10,current symbol,MGI:96192,Hoxc10,homeobox C10,protein coding gene
HOXC11,current symbol,MGI:96193,Hoxc11,homeobox C11,protein coding gene
HOXC12,current symbol,MGI:96194,Hoxc12,homeobox C12,protein coding gene
HOXC13,current symbol,MGI:99560,Hoxc13,homeobox C13,protein coding gene
HOXC4,current symbol,MGI:96195,Hoxc4,homeobox C4,protein coding gene
HOXC5,current symbol,MGI:96196,Hoxc5,homeobox C5,protein coding gene
HOXC6,current symbol,MGI:96197,Hoxc6,homeobox C6,protein coding gene
HOXC8,current symbol,MGI:96198,Hoxc8,homeobox C8,protein coding gene
HOXC8,rat synonym,MGI:96199,Hoxc9,homeobox C9,protein coding gene
HOXC9,current symbol,MGI:96199,Hoxc9,homeobox C9,protein coding gene
HOXD1,current symbol,MGI:96201,Hoxd1,homeobox D1,protein coding gene
HOXD10,current symbol,MGI:96202,Hoxd10,homeobox D10,protein coding gene
HOXD11,current symbol,MGI:96203,Hoxd11,homeobox D11,protein coding gene
HOXD12,current symbol,MGI:96204,Hoxd12,homeobox D12,protein coding gene
HOXD13,current symbol,MGI:96205,Hoxd13,homeobox D13,protein coding gene
HOXD3,current symbol,MGI:96207,Hoxd3,homeobox D3,protein coding gene
HOXD4,current symbol,MGI:96208,Hoxd4,homeobox D4,protein coding gene
HOXD8,current symbol,MGI:96209,Hoxd8,homeobox D8,protein coding gene
HOXD9,current symbol,MGI:96210,Hoxd9,homeobox D9,protein coding gene
IRX1,current symbol,MGI:1197515,Irx1,Iroquois homeobox 1,protein coding gene
IRX2,current symbol,MGI:1197526,Irx2,Iroquois homeobox 2,protein coding gene
IRX3,current symbol,MGI:1197522,Irx3,Iroquois related homeobox 3,protein coding gene
IRX4,current symbol,MGI:1355275,Irx4,Iroquois homeobox 4,protein coding gene
IRX5,current symbol,MGI:1859086,Irx5,Iroquois homeobox 5,protein coding gene
IRX6,synonym,MGI:1197526,Irx2,Iroquois homeobox 2,protein coding gene
IRX6,current symbol,MGI:1927642,Irx6,Iroquois homeobox 6,protein coding gene
ISL1,current symbol,MGI:101791,Isl1,"ISL1 transcription factor, LIM/homeodomain",protein coding gene
ISL2,current symbol,MGI:109156,Isl2,insulin related protein 2 (islet 2),protein coding gene
ISX,current symbol,MGI:1918847,Isx,intestine specific homeobox,protein coding gene
LBX1,current symbol,MGI:104867,Lbx1,ladybird homeobox 1,protein coding gene
LBX2,current symbol,MGI:1342288,Lbx2,ladybird homeobox 2,protein coding gene
LEUTX,,No associated gene,,,
LHX1,current symbol,MGI:99783,Lhx1,LIM homeobox protein 1,protein coding gene
LHX2,current symbol,MGI:96785,Lhx2,LIM homeobox protein 2,protein coding gene
LHX3,current symbol,MGI:102673,Lhx3,LIM homeobox protein 3,protein coding gene
LHX4,current symbol,MGI:101776,Lhx4,LIM homeobox protein 4,protein coding gene
LHX5,current symbol,MGI:107792,Lhx5,LIM homeobox protein 5,protein coding gene
LHX6,current symbol,MGI:1306803,Lhx6,LIM homeobox protein 6,protein coding gene
LHX8,current symbol,MGI:1096343,Lhx8,LIM homeobox protein 8,protein coding gene
LHX9,current symbol,MGI:1316721,Lhx9,LIM homeobox protein 9,protein coding gene
LMX1A,current symbol,MGI:1888519,Lmx1a,LIM homeobox transcription factor 1 alpha,protein coding gene
LMX1B,current symbol,MGI:1100513,Lmx1b,LIM homeobox transcription factor 1 beta,protein coding gene
MEIS1,current symbol,MGI:104717,Meis1,Meis homeobox 1,protein coding gene
MEIS2,current symbol,MGI:108564,Meis2,Meis homeobox 2,protein coding gene
MEIS3,current symbol,MGI:108519,Meis3,Meis homeobox 3,protein coding gene
MEOX1,current symbol,MGI:103220,Meox1,mesenchyme homeobox 1,protein coding gene
MEOX2,current symbol,MGI:103219,Meox2,mesenchyme homeobox 2,protein coding gene
MIXL1,current symbol,MGI:1351322,Mixl1,Mix paired-like homeobox,protein coding gene
MKX,current symbol,MGI:2687286,Mkx,mohawk homeobox,protein coding gene
MNX1,current symbol,MGI:109160,Mnx1,motor neuron and pancreas homeobox 1,protein coding gene
MSX1,current symbol,MGI:97168,Msx1,msh homeobox 1,protein coding gene
MSX2,current symbol,MGI:97169,Msx2,msh homeobox 2,protein coding gene
NANOG,current symbol,MGI:1919200,Nanog,Nanog homeobox,protein coding gene
NANOGNB,,No associated gene,,,
NANOGP8,human symbol,MGI:1919200,Nanog,Nanog homeobox,protein coding gene
NKX1-1,current symbol,MGI:109346,Nkx1-1,NK1 homeobox 1,protein coding gene
NKX1-2,current symbol,MGI:104806,Nkx1-2,NK1 homeobox 2,protein coding gene
NKX2-1,current symbol,MGI:108067,Nkx2-1,NK2 homeobox 1,protein coding gene
NKX2-2,current symbol,MGI:97347,Nkx2-2,NK2 homeobox 2,protein coding gene
NKX2-3,current symbol,MGI:97348,Nkx2-3,NK2 homeobox 3,protein coding gene
NKX2-4,current symbol,MGI:97349,Nkx2-4,NK2 homeobox 4,protein coding gene
NKX2-5,current symbol,MGI:97350,Nkx2-5,NK2 homeobox 5,protein coding gene
NKX2-6,current symbol,MGI:97351,Nkx2-6,NK2 homeobox 6,protein coding gene
NKX2-8,human symbol,MGI:1270158,Nkx2-9,NK2 homeobox 9,protein coding gene
NKX3-1,current symbol,MGI:97352,Nkx3-1,NK3 homeobox 1,protein coding gene
NKX3-2,current symbol,MGI:108015,Nkx3-2,NK3 homeobox 2,protein coding gene
NKX6-1,current symbol,MGI:1206039,Nkx6-1,NK6 homeobox 1,protein coding gene
NKX6-2,current symbol,MGI:1352738,Nkx6-2,NK6 homeobox 2,protein coding gene
NKX6-3,current symbol,MGI:1921811,Nkx6-3,NK6 homeobox 3,protein coding gene
NOBOX,current symbol,MGI:108011,Nobox,NOBOX oogenesis homeobox,protein coding gene
NOTO,current symbol,MGI:3053002,Noto,notochord homeobox,protein coding gene
OTP,current symbol,MGI:99835,Otp,orthopedia homeobox,protein coding gene
OTX1,current symbol,MGI:97450,Otx1,orthodenticle homeobox 1,protein coding gene
OTX2,current symbol,MGI:97451,Otx2,orthodenticle homeobox 2,protein coding gene
PBX1,current symbol,MGI:97495,Pbx1,pre B cell leukemia homeobox 1,protein coding gene
PBX2,current symbol,MGI:1341793,Pbx2,pre B cell leukemia homeobox 2,protein coding gene
PBX3,current symbol,MGI:97496,Pbx3,pre B cell leukemia homeobox 3,protein coding gene
PBX4,current symbol,MGI:1931321,Pbx4,pre B cell leukemia homeobox 4,protein coding gene
PDX1,synonym,MGI:1351627,Pdhx,"pyruvate dehydrogenase complex, component X",protein coding gene
PDX1,current symbol,MGI:102851,Pdx1,pancreatic and duodenal homeobox 1,protein coding gene
PHOX2A,current symbol,MGI:106633,Phox2a,paired-like homeobox 2a,protein coding gene
PHOX2B,current symbol,MGI:1100882,Phox2b,paired-like homeobox 2b,protein coding gene
PITX1,current symbol,MGI:107374,Pitx1,paired-like homeodomain transcription factor 1,protein coding gene
PITX2,current symbol,MGI:109340,Pitx2,paired-like homeodomain transcription factor 2,protein coding gene
PITX3,current symbol,MGI:1100498,Pitx3,paired-like homeodomain transcription factor 3,protein coding gene
PKNOX1,current symbol,MGI:1201409,Pknox1,Pbx/knotted 1 homeobox,protein coding gene
PKNOX2,current symbol,MGI:2445415,Pknox2,Pbx/knotted 1 homeobox 2,protein coding gene
PROP1,current symbol,MGI:109330,Prop1,paired like homeodomain factor 1,protein coding gene
PRRX1,current symbol,MGI:97712,Prrx1,paired related homeobox 1,protein coding gene
PRRX2,current symbol,MGI:98218,Prrx2,paired related homeobox 2,protein coding gene
RAX,synonym,MGI:1344375,Prkra,"protein kinase, interferon inducible double stranded RNA dependent activator",protein coding gene
RAX,current symbol,MGI:109632,Rax,retina and anterior neural fold homeobox,protein coding gene
RAX2,,No associated gene,,,
RHOXF1,human symbol,MGI:3580249,Rhox10,reproductive homeobox 10,protein coding gene
RHOXF1,human symbol,MGI:2681831,Rhox11,reproductive homeobox 11,protein coding gene
RHOXF1,human symbol,MGI:2685994,Rhox12,reproductive homeobox 12,protein coding gene
RHOXF1,human symbol,MGI:1920864,Rhox13,reproductive homeobox 13,protein coding gene
RHOXF2,human symbol,MGI:3613394,Rhox4g,reproductive homeobox 4G,protein coding gene
RHOXF2B,rat symbol,MGI:3580237,Rhox1,reproductive homeobox 1,protein coding gene
RHOXF2B,rat symbol,MGI:1922449,Rhox2a,reproductive homeobox 2A,protein coding gene
RHOXF2B,rat symbol,MGI:3770262,Rhox2b,reproductive homeobox 2B,protein coding gene
RHOXF2B,rat symbol,MGI:3770266,Rhox2c,reproductive homeobox 2C,protein coding gene
RHOXF2B,rat symbol,MGI:3648779,Rhox2d,reproductive homeobox 2D,protein coding gene
RHOXF2B,rat symbol,MGI:3770272,Rhox2e,reproductive homeobox 2E,protein coding gene
RHOXF2B,rat symbol,MGI:3770275,Rhox2f,reproductive homeobox 2F,protein coding gene
RHOXF2B,human symbol,MGI:3648776,Rhox2g,reproductive homeobox 2G,protein coding gene
RHOXF2B,rat symbol,MGI:3713490,Rhox2h,reproductive homeobox 2H,protein coding gene
RHOXF2B,human symbol,MGI:2676626,Rhox3a,reproductive homeobox 3A,protein coding gene
RHOXF2B,human symbol,MGI:5434440,Rhox3a2,reproductive homeobox 3A2,protein coding gene
RHOXF2B,human symbol,MGI:3770268,Rhox3c,reproductive homeobox 3C,protein coding gene
RHOXF2B,human symbol,MGI:3770274,Rhox3e,reproductive homeobox 3E,protein coding gene
RHOXF2B,human symbol,MGI:3613394,Rhox4g,reproductive homeobox 4G,protein coding gene
RHOXF2B,human symbol,MGI:2681831,Rhox11,reproductive homeobox 11,protein coding gene
SEBOX,current symbol,MGI:108012,Sebox,SEBOX homeobox,protein coding gene
SHOX,,No associated gene,,,
SHOX2,current symbol,MGI:1201673,Shox2,SHOX homeobox 2,protein coding gene
SIX1,current symbol,MGI:102780,Six1,sine oculis-related homeobox 1,protein coding gene
SIX2,current symbol,MGI:102778,Six2,sine oculis-related homeobox 2,protein coding gene
SIX3,current symbol,MGI:102764,Six3,sine oculis-related homeobox 3,protein coding gene
SIX4,current symbol,MGI:106034,Six4,sine oculis-related homeobox 4,protein coding gene
SIX5,current symbol,MGI:106220,Six5,sine oculis-related homeobox 5,protein coding gene
SIX6,current symbol,MGI:1341840,Six6,sine oculis-related homeobox 6,protein coding gene
TGIF1,current symbol,MGI:1194497,Tgif1,TGFB-induced factor homeobox 1,protein coding gene
TGIF2,current symbol,MGI:1915299,Tgif2,TGFB-induced factor homeobox 2,protein coding gene
TGIF2LX,old symbol,MGI:2387796,Tgif2lx1,"TGFB-induced factor homeobox 2-like, X-linked 1",protein coding gene
TGIF2LX,human symbol,MGI:3800824,Tgif2lx2,"TGFB-induced factor homeobox 2-like, X-linked 2",protein coding gene
TGIF2LY,human symbol,MGI:2387796,Tgif2lx1,"TGFB-induced factor homeobox 2-like, X-linked 1",protein coding gene
TGIF2LY,human symbol,MGI:3800824,Tgif2lx2,"TGFB-induced factor homeobox 2-like, X-linked 2",protein coding gene
TLX1,current symbol,MGI:98769,Tlx1,"T cell leukemia, homeobox 1",protein coding gene
TLX2,current symbol,MGI:1350935,Tlx2,"T cell leukemia, homeobox 2",protein coding gene
TLX3,current symbol,MGI:1351209,Tlx3,"T cell leukemia, homeobox 3",protein coding gene
TPRX1,,No associated gene,,,
UNCX,current symbol,MGI:108013,Uncx,UNC homeobox,protein coding gene
VAX1,current symbol,MGI:1277163,Vax1,ventral anterior homeobox 1,protein coding gene
VAX2,current symbol,MGI:1346018,Vax2,ventral anterior homeobox 2,protein coding gene
VENTX,rat symbol,MGI:1918718,Obox1,oocyte specific homeobox 1,protein coding gene
VENTX,rat symbol,MGI:2149033,Obox2,oocyte specific homeobox 2,protein coding gene
VENTX,rat symbol,MGI:2149035,Obox5,oocyte specific homeobox 5,protein coding gene
VENTX,rat symbol,MGI:3646231,Obox7,oocyte specific homeobox 7,protein coding gene
VSX1,current symbol,MGI:1890816,Vsx1,visual system homeobox 1,protein coding gene
VSX2,current symbol,MGI:88401,Vsx2,visual system homeobox 2,protein coding gene
ZFHX2,current symbol,MGI:2686934,Zfhx2,zinc finger homeobox 2,protein coding gene
ZHX1,current symbol,MGI:109271,Zhx1,zinc fingers and homeoboxes 1,protein coding gene
ZHX2,current symbol,MGI:2683087,Zhx2,zinc fingers and homeoboxes 2,protein coding gene
ZHX3,current symbol,MGI:2444772,Zhx3,zinc fingers and homeoboxes 3,protein coding gene
PAX2,current symbol,MGI:97486,Pax2,paired box 2,protein coding gene
PAX3,current symbol,MGI:97487,Pax3,paired box 3,protein coding gene
PAX4,current symbol,MGI:97488,Pax4,paired box 4,protein coding gene
PAX6,current symbol,MGI:97490,Pax6,paired box 6,protein coding gene
PAX7,current symbol,MGI:97491,Pax7,paired box 7,protein coding gene
POU1F1,current symbol,MGI:97588,Pou1f1,"POU domain, class 1, transcription factor 1",protein coding gene
POU2F1,current symbol,MGI:101898,Pou2f1,"POU domain, class 2, transcription factor 1",protein coding gene
